Hanja,mean,sound,meanFiveElements,soundFiveElements
捿,"깃들일, 깃들이다 , 살다, 쉬다, 쌓다, 집, 평상, 바쁜 모양",서,목,금
圬,"흙손, 흙손 , 칠하다 , 바르다",오,토,토
四,"넉, 넷, 네 번, 사방 불용문자 ",사,수,금
蓁,"숲, 우거지다 , 더부룩이 나다 , 많다 , 숲 , 무성한 모양 , 한라투구꽃",진,목,금화
驍,"날랠, 날래다, 굳세다, 좋은 말",효,화,토
燒,"불사를, 불사르다, 타다, 익히다, 불나다, 야화",소,화,금
川,"내, 내, 하천, 물귀신 불용문자 ",천,수,금화
甞,"맛볼, 맛보다 , 음식을 맛보다 , 경험하다, 시험하다",상,토,금토
播,"심을, (씨를) 뿌리다, 베풀다, 흩뜨리다, 달아나다",파,목,수
咳,"어린아이웃을, 기침(을 하다), 어린아이가 웃다, 포괄하다",해,수,토
橘,"귤, 귤나무, 귤",귤,목,목화
鐃,"징, 자바라, 떠들썩하다 , 굽히다",뇨,금,화
鈱,"돈 꿰미,장사밑천, 돈꿰미, 장사 밑천, 생업",민,금,수화
瀾,"큰물결, 물결, 물결이 일다, 큰물결",란,수,화
毄,"부딪칠,애쓸, 부딪치다 , 털다, 애쓰다, 매어 기르다",격,금,목
苽,"줄, 줄(포아풀과에 속하는 다년생 수초. 잎은 자리를 만드는데 쓰이고 열매와 어린 싹은 식용)",고,목,목
補,"도울, (옷을) 깁다, 고치다, 돕다, 보태다, 맡기다, 보탬",보,목,수
槇,"결 고울, 나무 끝 , 우듬지 , 쓰러지다 , 결이 곱다",진,목,금화
樟,"녹나무, 녹나무과",장,목,금토
盧,"성씨,목로, 밥그릇, 화로",로,수,화성(姓)씨 사용
浚,"깊을, 깊다, 치다, 취(取)하다, 빼앗다, 재물을 약탈하다",준,수,금화
曣,"청명할, 청명하다, 해가 뜨고 구름이 없다, 따뜻하다, 기운이 성하다",연,화,토화
搜,"찾을, 찾다, 탐구하다 , 가리다, 많다 , 빠르다 , 쓸쓸하다, 움직이는 모양",수,목,금
雰,"눈 날릴, 눈이 날리다 , 안개 , 서리 , 먼지, 기운",분,수,수화
翠,"물총새, 물총새, 비취색, 새 꼬리 고기 불용문자 ",취,화,금
翅,"날개, 날개, 지느러미, 날다",시,수,금
后,"황후, 임금, 황후, 신령, 신명, 뒤(後) 불용문자 ",후,수,토
暖,"따뜻할, 따뜻하다",난,화,화
桭,"평고대, 처마, 평고대, 대청",진,목,금화
控,"당길, 당기다, 고하다, 아뢰다, 던지다",공,목,목토
劧,"굳건할, 굳건하다",지,토,금
狎,"익숙할, 익숙하다, 친압하다, 업신여기다, 희롱하다, 편안하다, 번갈아",압,토,토수
滃,"구름 일, 구름이 일다 , 용솟음치다 , 용솟음하는 모양 , 빛깔이 흐린 모양",옹,수,토
薌,"곡식 향내, 곡식 향내 ,",향,목,토
更,"다시, 고칠",갱,화,목토
珩,"노리개, 노리개, 패옥, 갓끈, 관의 끈",형,금,토
昷,"어질, 어질다 , 온화하다",온,화,토화
褶,"주름, 주름 , 덧옷 , 사마치 , 주름",습,목,금수
豫,"미리, 미리, 미리하다, 기뻐하다, 놀다, 즐기다, 싫어하다, 참여하다",예,수,토
嘏,"클, 크다, 장대하다, (복을)받다, 복",하,수,토
㴗,"깊을, 깊다",유,수,토
綬,"끈, 인끈, 폐슬의 끈, 실을 땋은 끈",수,수,금
彩,"채색, 무늬, 채색, 광채, 빛나다",채,화,금
敭,"오를, 오르다, 올리다, 날다, 날리다, 하늘을 날다, 바람에 흩날리다",양,금,토
眷,"돌아볼, 돌아보다, 은혜, 겨레붙이(친족)",권,목,목화
沁,"찾을, 스며들다, 배어들다, 더듬어 찾다",심,수,금수
景,"경치, 볕, 햇빛, 햇살, 해, 태양, 경치",경,화,목토성(姓)씨 사용
霜,"서리, 서리, 희다 백발, 엄하다 불용문자 ",상,수,금토
蘘,"양하, 양하 , 개맨드라미 , 풀 이름",양,목,토
姪,"조카, 조카, 조카 딸, 이질",질,토,금화
炚,"밝을, 비치다, 밝다",광,화,목토
㻽,"옥 이름, 아름다운 옥				&,							옥이름 수			총",수,금,금
稱,"일컬을,저울, 일컫다, 칭찬하다, 쓰다, 등용하다, 일으키다, 드러내다, 맞다, 저울질하다",칭,목,금토
紵,"모시, 모시풀, 모시베",저,목,금
遇,"만날, 만나다, 대접하다, 때, 뜻밖에, 마침, 조현",우,토,토
胜,"새 이름, 비리다, 누리다, 여위다, 개고기 냄새, 날고기",정,수,금토
松,"소나무, 소나무 , 더벅머리 , 성의 하나 , 느슨하다 , 헐겁다 불용문자 ",송,목,금토성(姓)씨 사용
脾,"지라, 지라(위 뒤쪽에 있으며 암적색의 구형으로 백혈구 생성과 노폐한 적혈구를 파괴하는",비,수,수
賠,"물어줄, 배상하다, 물어주다, 보상하다",배,금,수
嶸,"가파를, 가파르다 , 험하다 , 산이 높다 , 산이 높고 험한 모양",영,토,토
椴,"자작나무, 자작나뭇과의 낙엽 활엽 교목",단,목,화
敍,"지을, 펴다, 늘어서다, 주다, 진술하다, 베풀다, 쓰다, 차례",서,금,금
確,"확실할, 단단하다, 확실하다",확,금,토목
讀,"구절,  ",두,금,화
倓,"고요할, 고요하다, 움직이다, 재물로써 속죄하다, 속죄하는 재화",담,화,화수
涌,"샘솟을, 물이 솟다, 솟구치다, 나오다, 솟아나다, 떠오르다, 나타나다",용,수,토
琉,"유리, 유리 , 나라의 이름",유,금,토
寬,"너그러울, 너그럽다, 느슨하다, 넓다, 관대히 용서하다 불용문자 ",관,목,목화
暹,"해돋을, 햇살이 치밀다 , 해가 돋다 , 나라 이름",섬,화,금수
陹,"오를, 오르다, 오르다, 오르다, 올리다",승,토,금토
媚,"사랑할, 아첨하다, 사랑하다, 아양을 떨다, 아름답다, 아첨, 아양",미,토,수
軨,"사냥 수레, 사냥 수레 ,",영,화,토
丟,"아주 갈, 아주 가다 , 던지다 , 잃어 버리다",주,목,금
搉,"두드릴, 치다, 끌다, 생각하다, 독차지하다, 손을 뒤집다",각,목,목
韱,"부추, 부추, 가늘다 , 섬세하다",섬,목,금수
頡,"곧은 목, 곧은 목 , 사람 이름 , 성씨종류",힐,화,토화
焜,"빛날, 빛나다 , 빛내다",혼,화,토화
惇,"두터울, 도탑다 , 숭상하다 , 힘쓰다",돈,화,화
瓠,"박, 박과에 속하는 蔓草, 병",호,목,토
雅,"맑을, 맑다, 바르다, 우아하다, 아담하다",아,화,토
崴,"높을, 높다 , 높고 험준하다 , 평탄치 아니하다 , 산이 높고 험",외,토,토
輻,"바퀴살, 바퀴살, 다투어 모이다",복,화,수목
煃,"불꽃, 불꽃",규,화,목
諾,"허락할, 승낙하다, 허락하다, 대답하다",낙,금,화목
敔,"막을, 막다 , 악기 이름",어,금,토
匐,"길, 기어가다, 엎드리다",복,금,수목
犧,"희생, 희생(종묘 등의 제사에 쓰이는 짐승), 술그릇",희,토,토
椰,"야자나무, 야자나무, 야자 , 무릇",야,목,토
巖,"바위, 바위, 언덕, 벼랑, 굴, 석굴, 낭떠러지, 가파르다, 험하다(險--), 높다",암,토,토수
鬋,"귀밑 머리 늘어질, 귀밑 머리 늘어지다 , 깎다 ,베다",전,화,금화
姐,"누이,교만할, 손위 누이, 계집아이, 교만하다",저,토,금
鍋,"노구솥, 노구솥 남비, 기름통",과,금,목
蠑,"영원, 영원",영,수,토
邐,"이어질, 이어지다 , 줄지어 이어 가는 모양",리,토,화
垣,"낮은담, 담, 울타리 , 관아 , 별자리, 두르다, 풀이나 나무 따위를 얽거나 엮어",원,토,토화
蒑,"풀빛 푸른, 풀빛이 푸르다 , 야채의 이름",은,목,토화
稜,"위엄, 모, 모서리",릉,목,화토
泉,"샘, 샘",천,수,금화
歷,"지날, 지내다, 다니다, 넘다, 매기다, 어지럽다, 엇걸",력,토,화목
溥,"넓을,  ",보,수,수
闡,"밝힐, 열다, 밝히다, 넓히다",천,목,금화
讃,"기릴, 기리다, 찬양하다, 찬조하다, 돕다, 인도하다",찬,금,금화
租,"구실,조세, 구실(조세), 쌓다, 빌다, 차용하다, 세들다",조,목,금
邯,"땅이름, 땅이름 , 강이름",감,토,목수
脅,"갈빗대, 겨드랑이, 곁 옆, 으르다, 으쓱거리다",협,수,토수
偎,"가까이할, 가까이하다 , 가까워지다 , 친압하다",외,화,토
戀,"생각할, 사모하다, 그리워하다",련,화,화
聖,"성인, 성스럽다, 성인, 천자, 잘하다, 착하다, 맑은 술 불용문자 ",성,화,금토
暢,"화창할, 통하다, 자라다, 화창하다, 펴다",창,화,금토
篠,"조릿대, 조릿대",소,목,금
剌,"발랄할, 발랄하다, 어그러지다, 바람 부는 소리",랄,금,화
玗,"옥돌, 옥돌",우,금,토
昱,"빛날, 빛나다, 환하다",욱,화,토목
棅,"자루, =柄, 자루(柯), 가지다",병,목,수토
洙,"물가, 물가 , 물의 이름 , 강의 이름",수,수,금
璞,"옥돌, 옥돌(아직 琢磨하지 않은 옥덩어리), 소박하다, 진실하다",박,금,수목
茱,"수유, 수유",수,목,금
佐,"도울, 돕다, 도움, 속료(속관)",좌,화,금
樣,"상수리나무, 상수리나무",상,목,금토
彎,"굽을, 굽다, (활을) 당기다",만,화,수화
伍,"다섯사람, 다섯 사람, 항오, 다섯 집, 五, 섞이다, 섞다",오,화,토성(姓)씨 사용
慠,"오만할, 오만하다 , 날뛰다 , 교만하다 , 멸시하다 , 업신여기",오,화,토
厘,"다스릴, 다스리다, 정리하다, 개정하다, 주다",리,토,화
玲,"옥소리, 옥 울리는 소리, 곱다, 투명하다",령,금,화토
藿,"콩잎,미역, 콩, 콩잎, 풀 이름(향초의 하나), (韓) 미역",곽,목,목
噤,"입 다물, 입 다물다 , 닫다 , 열린 문짝을 닫다 , 주걱턱",금,수,목수
瀰,"물 넓을, 물이 넓다 , 세차게 흐르다 , 물이 깊다 , 치런치런하다 , 흐르다 , 아득하다 , 물",미,수,수
挌,"칠, 치다, 두드리다 , 굳다",격,목,목
個,"낱, 낱(箇)",개,화,목
額,"이마, 이마, 일정한 액수, 수량의 한도, 편액",액,화,토목
禮,"예도, 예도 , 예절 , 인사 불용문자 ",례,화,화
淮,"물이름, 강이름",회,수,토
徽,"아름다울, 아름답다, (거문고를) 타다, 표기(표지를 단 기)",휘,화,토
辭,"말씀, 말, 핑계, 알리다, 타이르다, 청하다, 사양하다, 사퇴하다",사,금,금
糸,"실, 가는 실 , 매우 적은 수 , 가늘다 , 적다 , 실, 생사 불용문자 ",사,목,금
琿,"아름다운 옥, 아름다운 옥의 한 가지",혼,금,토화
料,"자료, 헤아리다,",료,화,화
祟,"빌미, 빌미 , 빌미 내리다",수,목,금
湔,"씻을, 씻다 , 빨다(때를 없애다) , 뿌리다 , 더럽히다",전,수,금화
蟛,"방게, 방게",팽,수,수토
徑,"지름길, 지름길, 길, 지름, 간사, 빠르다, 지나다, 곧다, 곧, 마침내",경,화,목토
㲾,"비, 비 , 물 , 물의 이름",우,수,토
權,"권세, 권세, 권도, 저울, 저울질하다, 꾀하다",권,목,목화성(姓)씨 사용
帿,"제후, 과녁",후,목,토
最,"가장, 가장, 극진하다, 우뚝하다, 우두머리",최,화,금
颼,"바람 소리, 바람 소리 , 빗소리 , 우수수 불다",수,목,금
苺,"딸기, 딸기 , 이끼",매,목,수
瓳,"반호, 반호(사각형의 큰 벽돌)",호,토,토
纛,"기, 쇠꼬리 또는 꿩의 꽁지로 장식한 큰 기 , 둑",독,목,화목
衡,"저울대, 저울대, 저울, 달다",형,화,토
燽,"밝을, 밝다 , 드러나다",주,화,금
閥,"문벌, 공로, 공훈, 지체, 가문, (문 좌우의) 기둥",벌,목,수화
昍,"밝을, 밝다",훤,화,토화
澌,"다할, 다하다 , 없어지다 , 목 쉬다 , 목쉰 소리 , 물이 잦다",시,수,금
辰,"때, 다섯째 지지, 지지, 별 이름",신,토,금화
岥,"비탈질, 비탈지다 ,",파,토,수
略,"간략할, 다스리다, 돌다, 간략하다, 노략질하다, 범하다, 날카롭다",약,토,토목
甚,"심할, 심하다, 심히, 무엇",심,토,금수
閱,"검열할, 검열하다 점고하다, 가리다, 읽다, 지내다 겪다, 모으다, 공로, 들어가다",열,금,토화
撞,"두드릴, 치다 , 찌르다 , 부딪히다 , 충돌하다 , 돌진하다 , 절구질하다",당,목,화토
棐,"도지개, 도지개, 상자, 비자나무, 광주리, 돕다",비,목,수
埳,"구덩이, 구덩이 , 빠지다 ,",감,토,목수
徼,"돌,순찰할, 돌다, 순행하다, 구하다, 막다, 훔치다, 미묘하다 , 순라군",요,화,토
道,"길, 도리, 방법",도,토,화성(姓)씨 사용
舶,"선박, 큰 배",박,목,수목
且,"또, 또, 만일, 장차, 이, 구차스럽다",차,목,금
櫨,"두공, 기둥 위의 방형의 나무",로,목,화
鳳,"새, 봉새 , 봉황 , 산 이름 불용문자 ",봉,화,수토성(姓)씨 사용
摸,"본뜰, 모뜨다, 더듬다, 본뜨다, 더듬어 찾다",모,목,수
樊,"울타리, 울, 울타리, 에워싸다, 어수선하다",번,목,수화
剕,"발 벨, 발 베다 , 발 베는 형벌",비,금,수
浤,"용솟음할, 용솟음하다 , 빨리 흐르는 흐름",굉,수,목토
烺,"빛 밝을, 빛이 밝다, 맑고 환하다",낭,화,화토
黛,"눈썹먹, 눈썹을 그리는 청흑색의 먹 , 검푸르다",대,수,화
賦,"부세, 구실, 군사, 선비, 군비, 매기다, 주다, 받다, 펴다, 읊다 짓다",부,금,수
峻,"높을, 높다, 가파르다, 크다, 길다, 엄하다",준,토,금화
翰,"붓, 깃, 붓, 글, 문서, 희다, (높이) 날다, 날개",한,화,토화
礫,"조약돌, 자갈, 모래, 잔돌",력,금,화목
庳,"집 낮을, 집이 낮다 , 낮다 , 짧다 , 모이다 , 돕다",비,목,수
鑢,"줄, 쇠붙이를 쓰는 연장 , 줄로 쓰다 , 갈다",여,금,토
榥,"책상, 책상, 창, 천을 바른 창",황,목,토
節,"마디, 마디, 절개, 조절하다, 높다, 괘(兌下坎上)",절,목,금화
氏,"성,각시, 각시, 칭호",씨,화,금
睬,"주목할, 주목하다 , 속된 말",채,목,금
厎,"숫돌, 숫돌, 부들, 갈다, 연마하다, 이르다, 도달하다, 아뢰다",지,토,금
婌,"궁녀 벼슬 이름, 궁녀 벼슬 이름",숙,토,금목
音,"소리,그늘, 소리, 음, 소식, 그늘(蔭)",음,금,토수
黙,"묵묵할, 묵묵하다 , 고요하다 , 모독하다",묵,수,수목
鉍,"창자루, 창 자루 , 밉게 보다 , 비스무트",필,금,수화
晙,"밝을, 밝다(明), 이르다(早)",준,화,금화
弁,"고깔, 고깔, 급하다, 서둘다, 떨다, (손으로) 치다",변,목,수화
崛,"우뚝 솟을, 우뚝 솟다 , 산이 홀로 우뚝 솟다 , 산의 모양",굴,토,목화
腆,"두터울, 두텁다, 차린 음식이 많다 , 좋다 , 착하다 , 아름답다 , 낯 두껍다 , 오래",전,수,금화
顋,"뺨, 뺨 , 볼 , 아가미 , 뺨 , 볼 , 아가미",시,화,금
榮,"영화, 영화, 영예, 영광, 명예, 피, 혈액, 꽃, 영광스럽다 불용문자 ",영,목,토
庽,"부칠,보낼, 부치다, 맡기다, 기탁하다 , 붙어 살다, 머무르다, 핑계 삼다",우,목,토
撚,"비틀, 비틀다 ,",년,목,화
鄰,"이웃, 이웃, 이웃한 사람, 보필, 수레 소리",린,토,화
譎,"속일, 속이다, 거짓, 속임수",휼,금,토화
霓,"무지개, 무지개 , 벼락 , 가장자리 , 무지개 , 벼락 , 가장자리",예,수,토
蓯,"우거질, 우거지다 , 풀의 우거진 모양 , 육종용 , 따르다",총,목,금토
崢,"가파를, 가파르다 , 산이 높고 험하다 , 높은 산마루 , 추위가 혹독한 모양",쟁,토,금토
琱,"아로새길, 아로새기다 , 그리다",조,금,금
烓,"화덕, 화덕,",계,화,목
楠,"녹나무, 녹나무(나무이름)",남,목,화수
籩,"제기 이름, 제기이름 , 변",변,목,수화
瀜,"물 깊고 넓은 모양, 물이 깊고 넓은 모양",융,수,토
茂,"무성할, 무성하다, 우거지다, 성하다, 아름답다, 빼어나다, 힘",무,목,수
鑾,"방울, 방울, 임금이 타는 수레",난,금,화
儫,"호걸, 호걸 , 귀인, 우두머리",호,화,토
黃,"누루, 누렇다, 누런 빛, 노래지다, 늙은이, 황금, 황마(黃馬)",황,토,토성(姓)씨 사용
邁,"갈, (멀리) 가다, 돌다(순행함), 지나다, 늙다, 힘쓰다",매,토,수
嵱,"산 이름, 산 이름 , 봉우리 모양 , 산봉우리가 높고 낮게 서 있는 모양 , 산이 울쑥",용,토,토
黥,"자자할, 자자하다",경,수,목토
旦,"아침, 아침, 환한 모양, 연극에서 여자로 분장하는 배우",단,화,화
耡,"호미, 호미",서,토,금
鑾,"방울, 방울, 임금이 타는 수레",란,금,화
爚,"빛, 빛 , 빛의 모양 , 번개 , 사물의 모양",약,화,토목
昶,"빛날, 밝다, 환하다, 통하다, 해가 길다",창,화,금토
法,"법, 법, 꼴, 모형, 본받다 불용문자 ",법,수,수
糴,"쌀 살, 쌀 사다 , 산 쌀 , 성의 하나",적,목,금목
蚴,"굼틀거릴, 굼틀거리다 , 꿈틀거리며 가는 모양 , 나나니벌",유,수,토
聿,"붓, 붓, 모필, 이에(발어사), 좇다, 스스로, 자신이",율,화,토화
青,"푸를, 푸르다, 젊다, 고요하다, 조용하다, 푸른빛, 대껍질, 봄, 동쪽",청,목,금토
趐,"나아갈, 나아가다 , 무리지어 날다",혈,화,토화
帙,"차례, 책갑, 책",질,목,금화
鐓,"창고달, 창 끝에 끼우는 뾰족한 쇠 , 창의 물미",대,금,화
翻,"날,나부낄, 날다, 나부끼다, 뒤집히다, 뒤집다, 번역하다, 변하다",번,화,수화
濯,"씻을, 씻다, 빨다, 크다, 빛나다, 민둥민둥하다, 살지다",탁,수,화목
榧,"비자나무, 비자나무",비,목,수
紡,"길쌈, 실을 뽑다, 잣다, (자은) 실, 걸다",방,목,수토
喇,"나팔, 나팔, 말을 하다",라,수,화
迕,"만날,거스를, 만나다 , 거스르다 , 틀리다 , 등지다 , 닿다 , 섞이다 , 범하다",오,토,토
戭,"창, 창 , 장창 , 성의 하나 , 사람 이름 , 창",인,금,토화
揭,"들, 높이 들다 , 걸다 , 걷다 , 추다",게,목,목
槓,"지렛대, 지렛대 , 작은 다리 , 깃대 , 둘러메는 가방",공,목,목토
詠,"읊을, 읊다,짓다 , 시가 , 읊는 시",영,금,토
燁,"빛날, 빛나다 , 불 성하다 , 번쩍번쩍하다 , 불빛",엽,화,토수
勵,"권면할, 힘쓰다, 권장하다, 권면하다",여,토,토
踺,"밟을, 밟다 , 가는 모양",건,토,목화
牖,"들창, 들창, 성의 하나, 깨우치다",유,목,토
䚾,"생각할, 생각하다",임,금,토수
岬,"곶, 곳, 갑(바다로 뾰족하게 내민 땅), 산허리, 산과 산 사이",갑,토,목수
詳,"자세할, 자세히 알다 , 상서롭다",상,금,금토
塼,"벽돌, 벽돌",전,토,금화
儘,"완수할, 다하다, 완수하다, 극치에 달하다, 최고에 달하다",진,화,금화
擯,"물리칠, 물리치다, 인도하다, 배척하다, 인도하는 사람",빈,목,수화
珖,"옥피리, 옥피리, 옥 이름",광,금,목토
隋,"나라, 수나라 , 떨어지다 , 둥글길쭉하다 , 타원형",수,토,금
廬,"창자루, 농막집, wnakr",노,목,화
價,"값, 값, 값어치 , 명성, 값있다",가,화,목
農,"농사, 힘쓰다, 노력하다",농,토,화토
禮,"예도, 예도, 예절, 예우하다, 예물 불용문자 ",례,목,화
